index	table_id	annotator_id	premise	hypothesis	label
9960	T1625	GW14	 The spouse(s) of Katie Price are Peter Andre ( m. 2005;  div. 2009), Alex Reid ( m. 2010;  div. 2011), Kieran Hayler ( m. 2013).  The number of children of Katie Price are 5.  Katie Price was born on 22 May 1978  (age 40)   Brighton, East Sussex, England.  The height of Katie Price is 5 ft 5 in (1.65 m). 	Katie Price has 2 boys and 3 girls.	1
10904	T1818	GW93	 It's a Wonderful Life was edited by William Hornbeck.  It's a Wonderful Life was produced by Frank Capra.  The release date of It's a Wonderful Life is December 20, 1946.  It's a Wonderful Life was starring James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi, Ward Bond, Frank Faylen, Gloria Grahame. 	Innervisions was released in 1946.	2
15766	T2634	GW119	 Machete Kills was directed by Robert Rodriguez.  Machete Kills was produced by Robert Rodriguez, Rick Schwartz, Boriss Teterevs, Sergei Bespalov, Alexander Rodnyansky, Aaron Kaufman, Iliana Nikolic.  Machete Kills was starring Danny Trejo, Michelle Rodriguez, Sofía Vergara, Amber Heard, Lady Gaga, Antonio Banderas, Cuba Gooding Jr., Walt Goggins, William Sadler, Demián Bichir, Mel Gibson.  The language of Machete Kills is English , Spanish. 	The language used in Machete Kills is Spanish.	0
7348	T1165	GW1	 The focus of Non-Violence Project is Education, Non-violence, Peace.  The headquarters of Non-Violence Project is CH 1227 Geneva, Switzerland.  The board of directors of Non-Violence Project is Jan Hellman (Chairman, Founder), Rolf Skjoldebrand (Founder),Claes Cronstedt, Jens Holm.  The website of Non-Violence Project is nonviolence .com.  	If Jan Hellman steps down as Chairman of the Non-Violence Project, Rolf Skjoldebrand will take the position.	1
15534	T2608	GW115	 Harris Insights & Analytics is a organization.  Harris Insights & Analytics was founded on 1963; 56 years ago (1963).  The founder of Harris Insights & Analytics is Louis Harris.  The headquarters of Harris Insights & Analytics is Rochester, New York. 	Harris Insights & Analytics Founded in 1966	1
5451	T912	GW27	 Cannibal Holocaust was written by Gianfranco Clerici.  The country of Cannibal Holocaust is Italy.  The language of Cannibal Holocaust is English.  In the box office, Cannibal Holocaust made $2 million (United States).  	'Cannibal Holocaust' was made in Italy but in the English language.	2
9676	T1561	GW6	 The status of Bailiwick of Jersey is Crown dependency.  The chief minister  of Bailiwick of Jersey is John Le Fondre Jr.  The government of Bailiwick of Jersey is Parliamentary democracy under constitutional monarchy.  The monarch  of Bailiwick of Jersey is Elizabeth II. 	Saint Helier is the capital of a Crown dependency.	0
15579	T2613	GW120	 The productioncompany of The Commitments are Beacon Pictures, The First Film Company, Dirty Hands Productions.  The Commitments is a movie.  The release date of The Commitments are 6 August 1991 (1991-08-06) (West Hollywood), 14 August 1991 (1991-08-14) (United States).  In the box office, The Commitments made $14.9 million.  	The Commitments is the only movie that earned more money during 1991.	1
14515	T2493	GW122	 Abuja was municipality on Population (2011): 1,235,880 , Area: 1,769 km2 (683 sq mi).  Abuja was urban on Population (2011): 2,440,000 , Area: 713 km2 (275 sq mi).  Abuja was incorporated on 1 October 1984.  Abuja was declared capital on 12 December 1991. 	It is Incorporated in 3 August 1985	0
3292	T519	GW28	 Cincinnati, Ohio was settled on 1788.  Cincinnati, Ohio was incorporated (town) on January 1, 1802.  Cincinnati, Ohio was incorporated (city) on March 1, 1819.  The named for of Cincinnati, Ohio is Society of the Cincinnati.  	Cincinnati, Ohio was settled by farmers and businessmen.	1
4631	T710	GW28	 In the box office, Dark City made $27.2 million.   The production company of Dark City is Mystery Clock Cinema.  Dark City was distributed by New Line Cinema.  The running time of Dark City is 111 minutes. 	Dark City was wildly successful at the box office.	0
15818	T2640	GW116	 The album of When I Think of You is Control.  When I Think of You was released on July 28, 1986 (1986-07-28).  The chronology of When I Think of You are Nasty (1986), When I Think of You (1986), Control (1986).   When I Think of You was recorded on 1985. 	When I Think of You was released in 1986.	2
1252	T185	GW0	 Far East Movement is a musician.  The genres of Far East Movement are Hip hop ,  pop ,  EDM.  The years active of Far East Movement was on 2003 - present.  The associated acts of Far East Movement are Stereotypes ,  Flo Rida ,  Sidney Samson ,  Cherry Cherry Boom Boom ,  Jin ,  Ken Oak ,  The Cataracs ,  Dev ,  Ryan Tedder ,  Snoop Dogg ,  Frankmusik ,  Colette Carr ,  Natalia Kills ,  Cover Drive ,  Justin Bieber ,  Redfoo ,  Riff Raff ,  Skrillex ,  Diplo ,  Afrojack ,  Marshmello ,  Tinashe ,  Chanyeol ,  Hyolyn ,  Tiffany. 	Far East Movement have been performing music for over fifteen years.	2
5638	T1184	GW28	 The origin of Broken Social Scene is Toronto, Ontario, Canada.  The genres of Broken Social Scene is Indie rock, experimental rock, soul music, noise pop, post-rock.  The associated acts of Broken Social Scene is Metric, Feist, Stars, Apostle of Hustle, Do Make Say Think, KC Accidental, Valley of the Giants, Land of Talk, Kevin Drew, Emily Haines, Amy Millan, Brendan Canning, Jason Collett.  The website of Broken Social Scene is www .brokensocialscene .ca.  	Broken Social Scene has grown thru word-of-mouth with no marketing whatsoever.	0
15614	T2617	GW115	 Faisalabad is a city.  The municipality of Faisalabad are Population: 3,203,846 (2017), Area: 1,300 km2 (490 sq mi).  The district of Faisalabad is Faisalabad.  The mayor of faisalabad of Faisalabad is Aniq Ahmad Rana. 	Faisalabad District is Faisalabad	2
9812	T1590	GW1	 The birth name of Johnny Mathis is John Royce Mathis.  Johnny Mathis was born on ( 1935-09-30 )  September 30, 1935  (age 83)  Gilmer, Texas, U.S..  The occupation(s) of Johnny Mathis are Singer, songwriter, actor.  The years active of Johnny Mathis is 1956-present. 	The Fall of 1935 is when Johnny Mathis was born.	2
16071	T2668	GW86	 The release date of 3 Strikes is March 1, 2000 (2000-03-01).  The country of 3 Strikes is United States.  The budget of 3 Strikes is $3.4 million.  In the box office, 3 Strikes made $9.8 million.  	3 Strikes was first released in the United States on March 1, 2000.	1
4637	T713	GW6	 Diana Ross was born as Diana Ernestine Earle Ross ,  (1944-03-26) March 26, 1944 (age 74) , Detroit, Michigan, U.S..  The occupation of Diana Ross is Singer, actress, record producer.  The spouse(s) of Diana Ross are Robert Ellis Silberstein , ( m. 1971;  div. 1977) ,  Arne Ness, Jr. , ( m. 1986;  div. 2000).  The number of children of Diana Ross are 5, including:  ,  Rhonda Ross Kendrick  ,  Tracee Ellis Ross  ,  Evan Ross. 	Tracee Ellis Ross's mother is not a musician.	0
5325	T1263	GW11	 The origin of Brockhampton is San Marcos, Texas, U.S..  The genres of Brockhampton are Hip hop, alternative hip hop, alternative R&B, pop-rap.  The associated acts of Brockhampton are Ryan Beatty, Jaden Smith.  The website of Brockhampton is brckhmptn .com.  	Brockhampton originated in the US.	2
12528	T2273	GW110	 Men's welterweight boxing at the Games of the XXXI Olympiad is a sports event.  The venue of Men's welterweight boxing at the Games of the XXXI Olympiad is Riocentro - Pavilion 6.  The date of Men's welterweight boxing at the Games of the XXXI Olympiad is 7-17 August 2016.  The competitors of Men's welterweight boxing at the Games of the XXXI Olympiad is 28 from 28 nations.  	Riocentro is a venue in Brazil.	1
8668	T1350	GW12	 Channing Tatum was born as Channing Matthew Tatum ,  (1980-04-26) April 26, 1980 (age 38) , Cullman, Alabama, U.S..  The occupation of Channing Tatum is Actor.  The spouse(s) of Channing Tatum is Jenna Dewan , ( m. 2009;  sep. 2018).  The number of children of Channing Tatum are 1.  	Matthew is the middle name of the actor Channing Tatum.	2
2321	T367	GW27	 The associated acts of James Taylor are Carole King, Carly Simon, Peter Asher, Joni Mitchell, Paul McCartney.  The birth name of James Taylor is James Vernon Taylor.  The relatives of James Taylor are Alex Taylor  (brother),  Kate Taylor  (sister),  Livingston Taylor  (brother).  The spouse(s) of James Taylor are Carly Simon ( m.  1972;  div.  1983), Kathryn Walker ( m.  1985;  div.  1995), Caroline Kim Smedvig ( m.  2001). 	James Vernon Taylor has had trouble keeping his marriages going.	1
7888	T1242	GW1	 Caitlyn Jenner is a person.  The spouse(s) of Caitlyn Jenner are Chrystie Crownover , ( m. 1972;  div. 1981), Linda Thompson , ( m. 1981;  div. 1986), Kris Kardashian , ( m. 1991;  div. 2015).  The number of children of Caitlyn Jenner are 6; including Brandon, Brody, Kendall and Kylie.  Caitlyn Jenner was born as William Bruce Jenner ,  (1949-10-28) October 28, 1949 (age 69) , Mount Kisco, New York, U.S.. 	All six of Caitlyn Jenner's children come from the same spouse.	1
9772	T1583	GW1	 The also known as of Jeet Kune Do are JKD, Jun Fan Jeet Kune Do.  The focus of Jeet Kune Do is Hybrid.  The creator of Jeet Kune Do is Bruce Lee.  The parenthood of Jeet Kune Do is A mixture of martial arts that is useful to you and personalized to your own style. Main martial arts are Wing Chun, Fencing tactics, Boxing, Kali, Judo, Karate, and Taekwondo techniques for Bruce Lee.  	Jeet Kune Do was not known by any other names.	0
3967	T624	GW51	 The years of wine industry of Côtes du Luberon AOC is 2,000.  The size of planted vineyards of Côtes du Luberon AOC is 2,712.  The grapes produced of Côtes du Luberon AOC is Grenache noir, Syrah, Cinsault, Mourvèdre, Carignan, Counoise noir, Gamay noir, Pinot noir, Clairette blanche, Grenache blanc, Ugni blanc, Roussanne, Marsanne.  The wine produced of Côtes du Luberon AOC is red, white, rosé. 	C™tes du Luberon AOC is most well known for producing grain whiskey.	0
11763	T1940	GW4	 I Like It When You Sleep, for You Are So Beautiful yet So Unaware of It is a album.  The studio of I Like It When You Sleep, for You Are So Beautiful yet So Unaware of It are Ravenscourt Studio (London), The Ranch (Woodland Hills, California).  The genre of I Like It When You Sleep, for You Are So Beautiful yet So Unaware of It are Indie rock, dance-rock, dance-pop, R&B, new wave, synth-pop, post-rock.  The producer of I Like It When You Sleep, for You Are So Beautiful yet So Unaware of It are Mike Crossey, George Daniel, Matty Healy.  	I Like It When You Sleep, for You Are So Beautiful yet So Unaware of It has won awards for it's production.	1
4856	T776	GW51	 Crystal Castles is a musician.  The genres of Crystal Castles are Electropunk, electroclash, synth-pop, witch house.  The years active of Crystal Castles is 2006-present.  The labels of Crystal Castles are Lies, Last Gang, Fiction. 	Crystal Castles started performing as a electropunk group in the mid 2010's.	0
5979	T985	GW59	 The type of Calvert Extra is Blended whiskey.  The manufacturer of Calvert Extra is Luxco.  The country of origin of Calvert Extra is Clermont, Kentucky United States.  The related products of Calvert Extra is Calvert.  	Calvert Extra orginated in Clermont, Kentucky, but it is now manufactured elsewhere.	1
5791	T961	GW19	 The years active of Chess is c. 6th-century to present.  The genre(s) of Chess is Board game , Abstract strategy game , Mind sport.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more..  The skill(s) required of Chess are Strategy,  tactics.  	The game of chess is thought to have originated during the American Revolution.	0
11523	T1905	GW93	 The place of origin of Hyderabadi Biryani is India.  The region or state of Hyderabadi Biryani is Hyderabad, Telangana.  The main ingredients of Hyderabadi Biryani are Basmati rice, Goat meat, Spices.  	Hyderabadi biryani is only popular in Hyderabad.	1
13799	T2414	GW28	 Hardrock Hundred Mile Endurance Run was date on July.  The event type of Hardrock Hundred Mile Endurance Run is Ultramarathon trail run.  Hardrock Hundred Mile Endurance Run was established on 1992.  The course records of Hardrock Hundred Mile Endurance Run is Kilian Jornet 23:28:10 (2015, counter-clockwise) , Kilian Jornet 22:41:33 (2014, clockwise). 	Hardrock Hundred Mile Endurance Run is a summer event started in the late 20th century.	2
12868	T2310	GW111	 Duke and Sons is a food&drink.  The type of Duke and Sons is Cola.  The manufacturer of Duke and Sons is PepsiCo.  The country of origin of Duke and Sons is India. 	Duke and Sons was manufactured by Coca-Cola.	0
1629	T239	GW1	 The breed of Chicado V is Quarter Horse.  The color of Chicado V is Brown.  The dam of Chicado V is Do Good.  The sex of Chicado V is Mare. 	Chicado V is light in color.	0
13994	T2436	GW52	 The country or region of Hornussen is Switzerland.  Hornussen does not have olympic.  Hornussen does not have paralympic.  	Hornussen does not take place in the Olympic Games	2
15713	T2628	GW86	 The named for of Cartagena City is Cartagena, Spain.  The other name of Cartagena City is Cartagena de Indias.  The area of Cartagena City is Latin America and Europe.   The founded by of Cartagena City is Pedro de Heredia. 	Cartagena has a namesake in Spain.	2
12320	T2018	GW94	 Hopeless is a painting.  The year of Hopeless is 1963.  The medium of Hopeless is Oil and acrylic paint on canvas.  The dimensions of Hopeless is 111.8 cm 111.8 cm (44 in 44 in). 	Hopeless was created with two different types of paint.	2
733	T115	GW1	 Fleetwood Mac was released on July 1975.  Fleetwood Mac was recorded on January - February 1975.  The studio of Fleetwood Mac is Sound City Studios, Van Nuys, California.  The producer of Fleetwood Mac are Fleetwood Mac, Keith Olsen.  	Fleetwood Mac almost wasn't recorded at Sound City Studios, Van Nuys, California.	1
5198	T1351	GW0	 The genres of Butthole Surfers are Experimental rock, alternative rock, punk rock, psychedelic rock.  The years active of Butthole Surfers is 1981-present.  The labels of Butthole Surfers are Alternative Tentacles, Touch and Go, Blast First, Au Go Go, Latino Buggerveil, Rough Trade, Capitol, Trance Syndicate, Surfdog, Hollywood.  The associated acts of Butthole Surfers are The Jackofficers, Honky, P, Gibby Haynes & His Problem, Rubble, Carny, Drain, the Hugh Beaumont Experience, Daddy Longhead, Fearless Iranians from Hell, Shockabilly, the Marching Plague, Melvins. 	Butthole Surfers quit performing several years ago.	0
2489	T519	GW27	 The country of Cincinnati, Ohio is United States.  The state of Cincinnati, Ohio is Ohio.  Cincinnati, Ohio was incorporated (city) on March 1, 1819.  The named for of Cincinnati, Ohio is Society of the Cincinnati.  	Cincinnati was founded after Ohio became a state.	1
4604	T705	GW51	 The associated acts of Damian Marley are SuperHeavy, Nas, Shiah Coore, Stephen Marley.   The birth name of Damian Marley is Damian Robert Nesta Marley.  Damian Marley was also known as Jr. Gong, Gongzilla, Big Gongzilla, Minister of commerce.  Damian Marley was born on (1978-07-21) 21 July 1978 (age 40) , Kingston, Jamaica. 	Damien Marley is the most famous deceased Marley from Jamaica.	0
14576	T2500	GW129	 The Unknown Soldier was directed by Edvin Laine.  The Unknown Soldier was produced by T. J. Särkkä.  The Unknown Soldier was written by Juha Nevalainen , Väinö Linna.  The Unknown Soldier was starring Kosti Klemelä , Heikki Savolainen , Reino Tolvanen. 	The Unknown Soldier is Directed by Edvin Laine	2
8011	T1256	GW27	 The criteria of Spanish Property of Cultural Interest is Monument.  The location of Spanish Property of Cultural Interest is Coruña, Galicia, Spain.  The region of Spanish Property of Cultural Interest is Europe and North America.   Spanish Property of Cultural Interest was built on 2nd century CE. 	The Tower of Hercules is the oldest UNESCO World Heritage Site in Spain.	1
12119	T1990	GW2	 The production company of Home Again are Black Bicycle Entertainment, Waverly Films.  Home Again was distributed by Open Road Films.  The budget of Home Again is $15 million.  In the box office, Home Again made $37.3 million.  	The movie Home Again brought in more than twice its budget in the box office.	2
15940	T2653	GW113	 The in office 1 of Danilo Astori was on March 1, 2010 – March 1, 2015 (1), March 4, 2015 (2), March 1, 2005 – September 18, 2008 (3), February 15, 1990 – March 1, 2005 (4).  The preceded by of Danilo Astori are Rodolfo Nin Novoa(1), Mario Bergara(2), Isaac Alfie (3).  The website of Danilo Astori is www.2121.org.uy.   The born of Danilo Astori is Danilo Ángel Astori Saragosa ,  (1940-04-23) April 23, 1940 (age 79) , Montevideo, Uruguay. 	The website of Danilo Astori is www.2222.org.uy	0
506	T80	GW18	 Channel Orange was released on July 10, 2012  ( 2012-07-10 ).  The studio of Channel Orange are EastWest, Hollywood, CA, Henson, Hollywood, CA, Manhattan Sound Recording, New York, NY, Record Plant, Hollywood, CA, San Ysidro, Beverly Hills, CA, Studio for the Talented and Gifted, Los Angeles, CA, Westlake, Los Angeles, CA.  The length of Channel Orange is 62 : 18.  The label of Channel Orange is Def Jam. 	Channel Orange is over an hour long.	2
545	T87	GW1	 The genres of Broken Social Scene is Indie rock, experimental rock, soul music, noise pop, post-rock.  The years active of Broken Social Scene is 1999-present.  The associated acts of Broken Social Scene is Metric, Feist, Stars, Apostle of Hustle, Do Make Say Think, KC Accidental, Valley of the Giants, Land of Talk, Kevin Drew, Emily Haines, Amy Millan, Brendan Canning, Jason Collett.  The website of Broken Social Scene is www.brokensocialscene.ca.  	Broken Social Scene has been a band for about 20 years.	2
13452	T2375	GW112	 Goo was recorded on March-April 1990.  The studio of Goo is Sorcerer Sound Recording Studios and Greene St. Recording, New York City, New York.  The genre of Goo is Alternative rock.  The producer of Goo are Nick Sansano, Ron Saint Germain, Sonic Youth.  	Sonic Youth handled the sound engineering on Goo.	1
16190	T2681	GW122	 The affliation of The Most Excellent The Marquis of Polavieja was on 113th Governor-General of the Philippines (1), Governor of Cuba (2), Governor of Puerto Rico (3).  The in office of The Most Excellent The Marquis of Polavieja was on December 13, 1896 – April 15, 1897 (1), August 24, 1890 – 1892 (2), 1888–1889 (3).  The Most Excellent The Marquis of Polavieja was born on 13 July 1838 , Madrid, Spain.  The Most Excellent The Marquis of Polavieja died on 15 January 1914 (aged 75) , Madrid, Spain. 	The Marquis of Polavieja was born in 13 July 1838.	2
6854	T1102	GW66	 Bruce Lee is a person.  The occupation of Bruce Lee are Martial artist, philosopher, actor, director, screenwriter, producer.  Bruce Lee died on July 20, 1973(1973-07-20) (aged 32) , Kowloon Tong, British Hong Kong.  The parents of Bruce Lee is Lee Hoi-chuen (father) (1901-1965)  ,  Grace Ho (mother) (1907-1996). 	Bruce Lee had a number of occupations during his life.	2
2003	T298	GW0	 Chrissy Teigen was born on ( 1985-11-30 )  November 30, 1985  (age 33)   Delta, Utah, U.S..  The agency of Chrissy Teigen are IMG Models (Worldwide) , Iconic Management (Hamburg).   The occupation of Chrissy Teigen is Model.  The years active of Chrissy Teigen was on 2006 - present. 	Chrissy Teigen began her modeling career with Iconic Management.	1
15674	T2624	GW31	 The artist of Come Back to What You Know is Embrace.  The chronology of Come Back to What You Know are One Big Family (1997), Come Back to What You Know (1998), My Weakness Is None of Your Business (1998).   Come Back to What You Know was released on 25 May 1998.  Come Back to What You Know was recorded on 21 January - 9 May 1997, Studio, Indianapolis, Indiana. 	"Embrace recorded the song ""Come Back to What You Know"" in 1997 in Indiana."	2
917	T135	GW4	 The type of Chorley cake is Pastry.  The place of origin of Chorley cake is England.  The region or state of Chorley cake are Chorley ,  Lancashire.  The main ingredients of Chorley cake are Shortcrust pastry , raisins.  	A Chorley cake is known from originating in France.	0
1613	T583	GW2	 The participants of City2Surf is ca.  80,000.   City2Surf was date on 2nd Sunday in August.  City2Surf was established on 5 September 1971.  City2Surf was course records on Men : 40:02.46 (1991) by Steve Moneghetti, Women : 45:08 (2001) by Susie Power. 	City2Surf had the most participants in the year 2000.	1
8116	T1273	GW1	 The television broadcasters of FA Cup is BBC , BT Sport  ,  ITV from 2021.  The region of FA Cup is England , Wales.  The qualifier for of FA Cup is UEFA Europa League.  The current champions of FA Cup is Manchester City (6th title). 	The FA Cup was shown on BT Sport before the BBC.	1
11976	T1968	GW84	 Images and Words is a album.  The studio of Images and Words are BearTracks Studios, Suffern, New York, The Hit Factory, New York City.  The genre of Images and Words are Progressive metal, progressive rock.  The producer of Images and Words is David Prater.  	There are more progressive rock songs than progressive metal songs on Images and Words.	1
14242	T2463	GW117	" Jonatan ""Cactus"" Söderström is a person.  The occupation of Jonatan ""Cactus"" Söderström is Game Designer.  The website of Jonatan ""Cactus"" Söderström is CactusSquid.com.  "	Jonatan Soderstrom has a website of treesquid.com.	0
13582	T2390	GW111	 Women's artistic team all-around at the Games of the XXVI Olympiad is a sports event.  The venue of Women's artistic team all-around at the Games of the XXVI Olympiad is Georgia Dome.  The date of Women's artistic team all-around at the Games of the XXVI Olympiad is July 21-23, 1996.  The competitors of Women's artistic team all-around at the Games of the XXVI Olympiad is 82 from 12 nations.  	There were 85 competitors on the women's artistic team in 1996.	0
9250	T1439	GW4	 Jon Bellion is a musician.  Jon Bellion was born on ( 1990-12-26 )  December 26, 1990  (age 28)  Lake Grove, New York, U.S..  The occupation(s) of Jon Bellion are Rapper, singer, songwriter, record producer.  The instruments of Jon Bellion are Vocals, piano, keyboards, sampler. 	Jon Bellion began playing piano before they started rapping.	1
1336	T196	GW2	 Karlheinz Brandenburg was born on ( 1954-06-20 )  20 June 1954  (age 64)   Erlangen, West Germany.  The nationality of Karlheinz Brandenburg is German.  The alma mater of Karlheinz Brandenburg is University of Erlangen-Nuremberg.  The institutions of Karlheinz Brandenburg are Fraunhofer Society ,   Technische Universitet Ilmenau.  	Karlheinz Brandenburg attended university in Germany.	2
13622	T2394	GW111	 Women's artistic individual all-aroundat the Games of the XXX Olympiad is a sports event.  The venue of Women's artistic individual all-aroundat the Games of the XXX Olympiad is North Greenwich Arena.  The date of Women's artistic individual all-aroundat the Games of the XXX Olympiad is 2 August.  The competitors of Women's artistic individual all-aroundat the Games of the XXX Olympiad is 28 from 21 nations.  	There were 28 competitors at the Women's artistic individual all-around at the Games of the XXX Olympiad.	2
14092	T2446	GW28	 2018 Winter Olympics is a sport.  The number of matches played in 2018 Winter Olympics are 30.  The number of goals scored in 2018 Winter Olympics are 154 (5.13 per match).  The number of attendance in 2018 Winter Olympics are 138,327 (4,611 per match).  	2018 Winter Olympics attendance numbered in the millions.	0
1102	T163	GW0	 James T. Russell was born on 1931 (age 87-88)  Bremerton, Washington, U.S..  The nationality of James T. Russell is American.  The education of James T. Russell is Bachelor of Arts in Physics, Reed College.  The employer of James T. Russell is Pacific Northwest National Laboratory. 	James T. Russell spent majority of his life in Washington state.	1
13289	T2357	GW28	 Geto Onsen is a city.  The architectural style of Geto Onsen is Japanese architecture.  The location of Geto Onsen is Kitakami, Iwate Prefecture.  The country of Geto Onsen is Japan. 	Geto Onsen is a centuries-old Onsen in Japan.	2
15580	T2613	GW120	 The Commitments was directed by Alan Parker.  The Commitments was produced by Roger Randall-Cutler, Lynda Myles.  The Commitments was screenplay by Dick Clement, Ian La Frenais, Roddy Doyle.  The Commitments was starring Robert Arkins, Michael Aherne, Angeline Ball, Maria Doyle, Dave Finnegan, Bronagh Gallagher, Félim Gormley, Glen Hansard, Dick Massey, Johnny Murphy, Kenneth McCluskey, Andrew Strong. 	The Commitments, English film was written, directed and produced by Ian La Frenais.	0
15969	T2656	GW116	 The time zone of Minsk is UTC+3 (FET/MSK).  The area code(s) of Minsk is +375 17.  The number of license plate of Minsk is 7.  The number of elevation of Minsk is 280.6 m (920.6 ft). 	Minsk's license plate has always been 7.	1
9265	T1448	GW40	 Jessica Biel was born on  March 3, 1982  (age 36)   Ely, Minnesota, U.S..  The occupation of Jessica Biel are Actress, model, producer, singer.  The years active of Jessica Biel is 1994-present.  The spouse(s) of Jessica Biel is Justin Timberlake ( m.   2012 ). 	Jessica Biel has been an actress on and off since 1994.	1
7100	T1132	GW72	 Bruce Willis was born as Walter Bruce Willis ,  (1955-03-19) March 19, 1955 (age 63) , Idar-Oberstein, Rhineland-Palatinate, West Germany.  The residence of Bruce Willis is Los Angeles County, California, U.S..  The nationality of Bruce Willis is American.  The occupation of Bruce Willis is Actor, producer with Cheyenne Enterprises, singer. 	Bruce Willis was born in Naples, Italy	0
15978	T2657	GW111	 West Side Story was based on West Side Story   ,  by Jerome Robbins , Leonard Bernstein , Stephen Sondheim , Arthur Laurents  ,   Romeo and Juliet   ,  by William Shakespeare.  The running time of West Side Story is 152 minutes.  West Side Story was starring Natalie Wood , Richard Beymer , Rita Moreno , George Chakiris , Russ Tamblyn.  West Side Story was music by Leonard Bernstein , lyrics by Stephen Sondheim. 	Natalie Wood sang for the first time in West Side Story.	1
2117	T1954	GW0	 The type of Hoboken, New Jersey is Faulkner Act (mayor–council).  The mayor of Hoboken, New Jersey is Ravinder Bhalla (term ends December 31, 2021).  The administrator of Hoboken, New Jersey is Stephen D. Marks.  The municipal clerk of Hoboken, New Jersey is James J. Farina.  	James J. Farina serves in a higher office than Ravinder Bhalla in Hoboken.	0
631	T98	GW0	 The  prefecture-level & sub-provincial city of Chengdu is 14,378.18 sq km  (5,51.45 sq mi).  The lowest elevation of Chengdu is 378 m (1,240 ft).  The elevation of Chengdu is 500 m (1,600 ft).  The highest elevation of Chengdu is 5,364 m (17,598 ft). 	Chengdu's lowest elevation is sea level.	0
