index	table_id	annotator_id	premise	hypothesis	label
3588	T564	GW28	 Danny Elfman is a musician.  Danny Elfman was born on ( 1953-05-29 )  May 29, 1953  (age 65)  Los Angeles, California, U.S..  The genres of Danny Elfman are Rock, ska, new wave, film music, video game music.  The occupation(s) of Danny Elfman is Composer, singer, songwriter, record producer. 	Danny Elfman is an American singer, songwriter.	2
15143	T2563	GW13	" The artist of You're a Germ is Wolf Alice.  The format of You're a Germ are Digital download, 7"".  You're a Germ was released on 10 June 2015 (2015-06-10).  You're a Germ was chronology on Bros (2015), You're a Germ (2015), Freazy(2015). "	Wolf Alice released You're a Germ and two other singles in 2015.	2
15469	T2601	GW28	 The type of Daegu is Mayor-Council.  The mayor of Daegu is Kwon Young-jin , (Liberty Korea).  The revised romanization of Daegu is Daegu-gwangyeoksi.  The dialect of Daegu is Gyeongsang. 	Daegu has one English spelling of its name.	0
15236	T2575	GW107	 The president of Penny Pritzker is Barack Obama.  The relatives of Penny Pritzker is Donald Pritzker (father) , J. B. Pritzker (brother) , Anthony Pritzker (brother).  The education of Penny Pritzker is Harvard University (BA) , Stanford University (JD, MBA).   Penny Pritzker was born as Penny Sue Pritzker ,  (1959-05-02) May 2, 1959 (age 60) , Chicago, Illinois, U.S.. 	Penny Pritzker has graduated college.	2
14873	T2533	GW119	 The release date of Battleship Potemkin is 21 December 1925 (1925-12-21) (USSR).  The language of Battleship Potemkin are Silent film, Russian intertitles.   The country of Battleship Potemkin is Soviet Union.  Battleship Potemkin was music by Edmund Meisel (original 1925 score), Edison Studio (2017 soundtrack). 	Battleship Potemkin was released in Soviet Union on December 21, 1925.	2
6404	T1048	GW51	 Boulevard des Capucines is a painting.  The artist of Boulevard des Capucines is Claude Monet.  The medium of Boulevard des Capucines is Oil on canvas.  The location of Boulevard des Capucines is Nelson-Atkins Museum of Art, Kansas City, Missouri.  	Boulevard des Capucines is an oil painting by Monet.	2
4670	T717	GW6	 David Bowie was born as David Robert Jones , (1947-01-08)8 January 1947 , Brixton, London, England.  David Bowie died on 10 January 2016(2016-01-10) (aged 69) , New York City, New York, U.S..  The years active of David Bowie was on 1962-2016.  The spouse(s) of David Bowie are Angie Barnett , ( m. 1970;  div. 1980), Iman ( m. 1992). 	David Bowie's first wife died shortly after their marriage.	0
5483	T919	GW28	 Boy Leading a Horse is a painting.  The artist of Boy Leading a Horse is Pablo Picasso.  The year of Boy Leading a Horse is 1905-06.  The location of Boy Leading a Horse is Museum of Modern Art, New York City.  	Boy Leading a Horse is a 20th century European work of art.	2
13258	T2354	GW1	 The reign of George III was on 25 October 1760 -  ,  29 January 1820.  The coronation of George III was on 22 September 1761.  The predecessor of George III is George II.  The successor of George III is George IV.  	George III had a Spring coronation.	0
4259	T661	GW28	 Dafne Keen was born on Daphne Keen Fernández , 2005 (age 12-13) , Spain.  The citizenship of Dafne Keen is British, Spanish.  The occupation of Dafne Keen is Actress.  The parent(s) of Dafne Keen is Will Keen , María Fernández Ache. 	Dafne Keen is a Spanish-British child actress.	2
7592	T1203	GW74	 Cher was born as Cherilyn Sarkisian ,  (1946-05-20) May 20, 1946 (age 72) , El Centro, California, U.S..  The other names of Cher are Cheryl LaPiere, Cher Bono, Cherilyn Sarkisian La Piere Bono Allman.  The years active of Cher is 1963-present.  The spouse(s) of Cher are Sonny Bono , ( m. 1969;  div. 1975), Gregg Allman , ( m. 1975;  div. 1979). 	Cherilyn began her career when she was 25 years old.	0
13823	T2417	GW86	 Haru Urara was last updated on July 19, 2007.  	The only information available about Haru Urara is the time of its last update.	2
7118	T1135	GW22	 Himeji Castle was demolished on 1346 (demolished for reconstruction), 1601-1609 (demolished for reconstruction).  The condition of Himeji Castle is Intact, restoration work for preservation recently completed.  Himeji Castle was built on 1333, 1300 (Himeyama fort/castle), 1581 (expansion), 1601-1609 (expansion), 1617-1618 (expansion).  Himeji Castle was in use on 1333-1868. 	Restoration work for preservation of Himeji Castle is still going on.	0
9683	T1563	GW1	 John Carter, Warlord of Mars is a book.  The format of John Carter, Warlord of Mars is Ongoing series.  The publication date of John Carter, Warlord of Mars was on June 1977 - October 1979.  The production company of John Carter, Warlord of Mars is 28 + 3 annuals.  	John Carter, Warlord of Mars was first published in the Summer of '77.	2
7777	T1227	GW35	 The name: of INS Vikrant in 1984 is Hercules.  The commissioned: of INS Vikrant in 1984 is Never commissioned (1), 4 March 1961 (2).  The armament: of INS Vikrant in 1984 is 16 × 40 mm Bofors anti-aircraft guns (later reduced to 8).  INS Vikrant in 1984 was fate: on Laid up, 1947; Sold to India, 1957 (1), Scrapped, 2014 (2). 	India never upgraded Hercules.	1
2642	T420	GW0	 John C. Taylor is a person.  John C. Taylor was born on 25 November 1936.  The occupation of John C. Taylor is British inventor, entrepreneur, horologist and philanthropist.  John C. Taylor was known for Development of thermostatic controls, Construction of the Corpus Clock. 	John C. Taylor is not known for being charitable.	0
14580	T2501	GW126	 Herbert Quandt was born as Herbert Werner Quandt , 22 June 1910 , Pritzwalk, Germany.  Herbert Quandt died on 2 June 1982 , Kiel, Germany.  The spouse(s) of Herbert Quandt are Ursel Münstermann (1933-1940), Lieselotte Blobelt (1950-1959), Johanna Bruhn (1960-1982).  The children of Herbert Quandt are Silvia Quandt, Sonja Quandt-Wolf, Sabina Quandt, Sven Quandt, Stefan Quandt, Susanne Klatten. 	Herbert Quandt Died on 5 June 1980 Kiel, Germany.	1
15109	T2559	GW110	 Snow Job was directed by George Englund.  Snow Job was produced by Edward L. Rissien.  Snow Job was written by Jeffrey Bloom (screenplay) , Ken Kolb (screenplay) , Richard Gallagher (story).  Snow Job was distributed by Warner Bros.. 	George Englund directed and produced the Warner Bros. movie, Snow Job.	0
830	T126	GW1	 The rank of Jean-Claude Van Damme is 2nd Dan Black Belt in Shotokan.  The years active of Jean-Claude Van Damme was on 1976-1982  (martial arts)  ,  1979-present  (acting).   The style of Jean-Claude Van Damme is Karate, Kickboxing, Muay Thai, Taekwondo.  The fighting out of of Jean-Claude Van Damme is Brussels, Belgium. 	Jean-Claude Van Damme began acting before he started Martial Arts.	0
11943	T1963	GW86	 Illmatic was released on April 19, 1994.  Illmatic was recorded on 1992-93.  The studio of Illmatic are Battery Studios, Unique Studios, Chung King Studios, D&D Recording in New York.  The length of Illmatic is 39 : 51. 	Illmatic took over 12 months to record.	1
10563	T1761	GW85	 The upper house of Isle of Man is Legislative Council.  The lower house of Isle of Man is House of Keys.  The establishment was on 1765.   The government of Isle of Man is Parliamentary democratic constitutional monarchy with a de facto non-partisan democracy. 	Isle of Man was made in 1765	1
9881	T1609	GW14	 The production company of Jolly LLB 2 is Fox Star Studios.   Jolly LLB 2 was distributed by Fox Star Studios.  Jolly LLB 2 was produced by Fox Star Studios.  Jolly LLB 2 was edited by Chandrashekhar Prajapati. 	Chandrashekhar Prajapati has worked with Fox Star Studios on at least one project.	2
2646	T1778	GW33	 Insomniac was released on October 10, 1995  ( 1995-10-10 ).  Insomniac was recorded on December 1994 - May 1995.  The genre of Insomniac are Punk rock, pop punk.  The producer of Insomniac are Rob Cavallo, Green Day.  	Insomniac pop punk is released on October 10, 1995 and produced by Rob Cavallo and Green Day	2
4015	T631	GW51	 Dexys was also known as Dexys Midnight Runners , The Emerald Express.  The years active of Dexys was on 1978-1986, 2003-present.  The labels of Dexys is Oddball , EMI , Mercury , BMG , Windsong , Absolute Dexys , 100% / Warner Music.  The associated acts of Dexys is The Killjoys , The Bureau , The Blue Ox Babes ,  The TKO Horns. 	Dexys Midnight Runners started performing under the laber Warner in 1988.	0
1076	T159	GW5	 The institutions of Kees Schouhamer Immink are Turing Machines Inc,  Philips Research Laboratories ,  Institute for Experimental Mathematics , National University of Singapore.   Kees Schouhamer Immink was born on ( 1946-12-18 )  December 18, 1946  (age 72)   Rotterdam, Netherlands.  The nationality of Kees Schouhamer Immink is Dutch.  Kees Schouhamer Immink was known for Compact Disc,  DVD,  Blu-ray Disc. 	Kees Schouhamer Immink was born in the 17th century.	0
3071	T490	GW28	 Descendents is a musician.  The years active of Descendents was on 1977-1983, 1985-1987, 1995-1997, 2002-2004, 2010-present.  The labels of Descendents are Orca, New Alliance, SST, Epitaph, Fat Wreck Chords.  The associated acts of Descendents are All, False Alarm, Black Flag, Only Crime, The Last. 	Descendents has performed continuously since its debut.	0
15557	T2611	GW107	 The phone number of Nagoya City is 052-972-2017.  The address of Nagoya City is 3-1-1 Sannomaru, Naka-ku, Nagoya-shi, Aichi-ken 460-0001.  The website of Nagoya City is www .city .nagoya .jp.   The representatives of Nagoya City is 5. 	The city of Nagoya has a website address.	2
2709	T432	GW14	 Concrete and Gold was released on September 15, 2017.  Concrete and Gold was recorded on December 2016 - May 2017.  The studio of Concrete and Gold is EastWest Studios (Hollywood, California).  The length of Concrete and Gold is 48 : 17. 	It took 2/3 of a year to record Concrete and Gold.	2
10741	T1794	GW84	 The sire of Istabraq is Sadler's Wells.  The record of Istabraq are 40: 25-7-0, 11: 2-4-0  (Flat), 29: 23-3-0  (Hurdle).  The earnings of Istabraq is 1,053,385 pounds.   The owner of Istabraq are Sheikh Hamdan bin Rashid Al Maktoum, John P. McManus. 	Istabraq ran in less than twenty races.	0
1942	T288	GW4	 Johnny Hallyday is a musician.  The genres of Johnny Hallyday are Rock and roll ,  pop.  The instruments of Johnny Hallyday are Vocals , piano , guitar.  The occupation of Johnny Hallyday are Singer-songwriter , musician , actor. 	Johnny Hallyday is known for playing rock and roll music.	2
8003	T1255	GW17	 The location of Nobel Peace Prize is Oslo, Norway.  The presented by of Nobel Peace Prize is Norwegian Nobel Committee on behalf of the estate of Alfred Nobel.  Nobel Peace Prize was first awarded on 10 December 1901; 117 years ago (1901-12-10).  The currently held by of Nobel Peace Prize is Denis Mukwege and Nadia Murad (2018). 	The Nobel Peace Prize is located in Italy.	0
10560	T1761	GW86	 Isle of Man is a country.  The official languages of Isle of Man are English ( de facto ), Manx (Traditional).  The religion of Isle of Man is Christianity (Church of England).  The government of Isle of Man is Parliamentary democratic constitutional monarchy with a de facto non-partisan democracy. 	The majority of the inhabitants of the Isle of Man are practicing Christians.	1
12935	T2318	GW4	 The reign of Edward VII was on 22 January 1901 - 6 May 1910.  The coronation of Edward VII was on 9 August 1902.  The imperial durbar of Edward VII was on 1 January 1903.  The successor of Edward VII is George V. 	Edward VII was in power for over 9 years.	2
14428	T2484	GW126	 The city area of Nizhny Novgorod is Nizhny Novgorod in Russia.  The rank of Nizhny Novgorod is 5th in 2010.  Nizhny Novgorod was city day on 3rd Saturday of August.  Nizhny Novgorod was city status since on 1221. 	Nizhny Novgorod City Day is 4th Sunday of August.	0
7744	T1221	GW4	 Catherine O'HaraOC was born as Catherine Anne O'Hara ,  (1954-03-04) March 4, 1954 (age 64) , Toronto, Ontario, Canada.  The spouse(s) of Catherine O'HaraOC is Bo Welch ( m. 1992).  The number of children of Catherine O'HaraOC are 2.  The relatives of Catherine O'HaraOC is Mary Margaret O'Hara. 	Catherine O'Hara had both their children with Bo Welch.	1
9705	T1570	GW1	 Joy Villa is a person.  Joy Villa was born on April 25, 1986  (age 32)   Orange, California, U.S..  The years active of Joy Villa is 2001-present.  The political party of Joy Villa is Republican. 	Joy Villa has always been a Republican.	1
9413	T1492	GW76	 Karen Carpenter was born on ( 1950-03-02 ) March 2, 1950  New Haven, Connecticut, U.S..  Karen Carpenter died on February 4, 1983 (1983-02-04)  (aged 32) Downey, California, U.S..  The occupation(s) of Karen Carpenter are Musician, singer.  The years active of Karen Carpenter was on 1965-1983. 	Karen Carpenter was a musical performer for 18 years.	2
10469	T1749	GW85	 Infinite is a album.  The genre of Infinite is Hip hop.  The length of Infinite is 37 : 54.  The producer of Infinite are Eminem, Jeff & Mark Bass (exec.), Mr. Porter.  	Infinite was a hip hop short film.	2
14018	T2438	GW89	 Hōtō is a food&drink.  The type of Hōtō is Soup.  The place of origin of Hōtō is Japan.  The main ingredients of Hōtō is Miso soup, udon noodles, vegetables.  	Hoto is a Japanese soup.	2
5643	T1365	GW51	 The genres of Canned Heat are Blues rock, boogie rock.  The years active of Canned Heat is 1965-present.  The labels of Canned Heat are Liberty, Ruf, United Artists, Rhino.  The associated acts of Canned Heat are John Mayall & the Bluesbreakers, John Lee Hooker. 	Canned Heat ended up turning into the Bluesbreakers after the creative differences made the lead singer leave the band.	1
7349	T1165	GW1	 The type of Non-Violence Project is Educational Non-profit organisation.  The headquarters of Non-Violence Project is CH 1227 Geneva, Switzerland.  The board of directors of Non-Violence Project is Jan Hellman (Chairman, Founder), Rolf Skjoldebrand (Founder),Claes Cronstedt, Jens Holm.  The website of Non-Violence Project is nonviolence .com.  	The Non-Violence Project's headquarters are in North America.	0
4461	T689	GW35	 The artist of Coalbrookdale by Night is Philip James de Loutherbourg.  The year of Coalbrookdale by Night is 1801.  The dimensions of Coalbrookdale by Night is 68 cm 107 cm (27 in 42 in).  The location of Coalbrookdale by Night is Science Museum, London, United Kingdom.  	Philip James de Loutherbourg was born in London.	1
2960	T478	GW14	 Cutting the Stone is a painting.  The artist of Cutting the Stone is Hieronymus Bosch.  The type of Cutting the Stone is Oil on board.  The location of Cutting the Stone is Museo del Prado, Madrid.  	Hieronymus Bosch painted more than one painting on a board.	1
8712	T1355	GW17	 The mascot of Stony Brook University is Wolfie the Seawolf.  The type of Stony Brook University is Public ,    Research university ,    Sea-grant ,    Space-grant.  The former names of Stony Brook University is State University College on Long Island (1957-1962).  The sporting affiliations of Stony Brook University is NCAA Division I FCS -  , America East, CAA, MVC. 	The Stony Brook University's Mascot is the Sea Wolf.	2
10929	T1823	GW60	" In the Zone was recorded on November 2002 -August 2003.  The studio of In the Zone are Battery Studios, The DOJO (New York City, New York), The Chocolate Factory (Chicago, Illinois), Triangle Sound Studios (Atlanta, Georgia), 3:20 Studios, Record Plant (Los Angeles, California), Pacifique Studios (North Hollywood, California), Westlake Recording Studios (West Hollywood, California), Decoy Studios (Studio City, California), Metrophonic Studios, Olympic Studios (London, England), Murlyn Studios (Stockholm, Sweden).  The label of In the Zone is Jive.  The producer of In the Zone are Bloodshy & Avant, Brian and Josh, Roy ""Royalty"" Hamilton, Jimmy Harry, Penelope Magnet, Moby, The Matrix, R. Kelly, Rishi Rich, Guy Sigsworth, Shep Soloman, Mark Taylor, Trixster.  "	In the zone is the longest record on the Jive label.	1
3975	T625	GW28	 Countdown to Final Crisis is a book.  The format of Countdown to Final Crisis is Limited series.  The publication date of Countdown to Final Crisis was on May 2007 - April 2008.  The main character(s) of Countdown to Final Crisis is Darkseid , Donna Troy , Jimmy Olsen , Mary Marvel , Jason Todd , Harley Quinn , Holly Robinson , Karate Kid , Kyle Rayner , Superman-Prime , Monarch , Ray Palmer , Pied Piper , Triplicate Girl , Forager , Trickster , Duela Dent.  	Countdown to Final Crisis will be made into a motion picture.	1
7328	T1162	GW35	 The national origin of Boeing 757 is United States.  Boeing 757 was first flight on February 19, 1982.  Boeing 757 was introduction on January 1, 1983, with Eastern Air Lines.  The primary users of Boeing 757 are Delta Air Lines ,  FedEx Express, United Airlines, UPS Airlines. 	Boeing introduced the 757 with United Airlines.	0
3355	T528	GW53	 Dance at Bougival is a painting.  The artist of Dance at Bougival is Pierre-Auguste Renoir.  The type of Dance at Bougival is Oil paint on canvas.  The location of Dance at Bougival is Museum of Fine Arts, Boston.  	Pierre-Auguste Renoir is from France.	1
15261	T2578	GW122	 In the box office, Lawrence of Arabia made $70 million.   The release date of Lawrence of Arabia is 10 December 1962 (1962-12-10).  The running time of Lawrence of Arabia is 180 or 220-222 minutes.  The budget of Lawrence of Arabia is $15 million. 	The Running time of the Movie is 180 minutes 20 Seconds.	1
8203	T1289	GW1	 The aircraft carried: of Graf Zeppelin are Proposed complement of 42, 1930 proposal: 30 fighters & 12 dive bombers, 1939 proposal: 12 fighters & 30 dive bombers.   Graf Zeppelin was laid down: on 28 December 1936.  Graf Zeppelin was launched: on 8 December 1938.  Graf Zeppelin was fate: on Sunk as a target ship on 16 August 1947. 	The Graf Zeppelin was sunk by torpedo in 1947.	1
13140	T2341	GW112	 The host country of 2008 Men's Olympic football tournament is China.  2008 Men's Olympic football tournament was dates on (2008-08-07) (2008-08-23)7 August - 23 August 2008 ,  (16 days).  The teams of 2008 Men's Olympic football tournament is 16 (from 6 confederations).  The venue(s) of 2008 Men's Olympic football tournament is 6 (in 5 host cities).  	The 2008 Men's Olympic football tournament was poorly attended.	1
13236	T2351	GW86	 The years active of Genesis was on 1967-1998, 2006-2007.  The labels of Genesis are Charisma, Virgin, EMI, Decca, Virgin EMI, UMG, London, Atlantic, Atco, Vertigo.  The associated acts of Genesis are Garden Wall, Anon, Mike and the Mechanics.  The website of Genesis is genesis-music.com.  	The first label Genesis signed with was the Charisma label.	1
15520	T2606	GW123	 The awards of Maurice Wilkins CBE FRS are Lasker Award (1960), Nobel Prize in Physiology or Medicine (1962), EMBO Membership (1964).  Maurice Wilkins CBE FRS is a person.  The thesis of Maurice Wilkins CBE FRS was on Phosphorescence decay laws and electronic processes in solids  (1940).  The number of children of Maurice Wilkins CBE FRS are 5. 	Maurice Wilkins didn't receive any awards	0
6349	T1188	GW59	 BTS was also known as Bangtan Boys, Bulletproof Boy Scouts, Beyond the Scene, Bangtan Sonyeondan.  The genres of BTS are K-pop, hip hop, R&B, EDM.  The years active of BTS is 2013 (2013)-present.  The labels of BTS are Big Hit, Pony Canyon, Def Jam Japan, Columbia. 	Big Hit first signed BTS in 2011.	0
6410	T1049	GW12	 Carnation, Lily, Lily, Rose is a painting.  The artist of Carnation, Lily, Lily, Rose is John Singer Sargent.  The medium of Carnation, Lily, Lily, Rose is Oil on canvas.  The location of Carnation, Lily, Lily, Rose is Tate Britain.  	John Singer Sargent is the artist who created the oil painting Carnation, Lily, Lily, Rose.	2
10186	T1687	GW40	 Jurassic World was produced by Frank Marshall, Patrick Crowley.  Jurassic World was distributed by Universal Pictures.  The release date of Jurassic World are May 29, 2015 ( 2015-05-29 )  (Le Grand Rex), June 12, 2015 ( 2015-06-12 )  (United States).  The running time of Jurassic World is 124 minutes. 	Jurassic World was released on the same date for everyone in the world.	0
7847	T1236	GW28	 Charles Cros is a person.  Charles Cros was born on October 1, 1842 (1842-10).  Charles Cros died on 9 August 1888 (1888-08-10) (aged 45) , Paris.  Charles Cros was known for poetry  ,  monologs  ,  Paleophone sound reproduction  ,  color photography methods  ,  fax transmission methods.  	Charles Cros was the inventor of the phonograph.	0
769	T119	GW0	 The associated acts of Byun Baek-hyun are Exo, Exo-K, Exo-CBX, SM Town.   Byun Baek-hyun was born as Byun Baek-hyun    ( 1992-05-06 )  May 6, 1992  (age 26)   Wonmi-gu, Bucheon, South Korea.  The occupation of Byun Baek-hyun are Singer, actor, model.  The years active of Byun Baek-hyun was on 2012 - present. 	Byun Baek-hyun has acted in several movies.	1
6089	T1001	GW12	 The product type of Caramello Koala is Confectionery.  The owner of Caramello Koala is Cadbury Australia.  The country of Caramello Koala is Australia.  The markets of Caramello Koala is Australia. 	Considered a confectionery, Caramello Koala is owned by Cadbury in Australia.	2
4398	T678	GW35	 In the box office, Crash made $98.4 million.   The release date of Crash are September 10, 2004 (2004-09-10) (TIFF), May 6, 2005 (2005-05-06) (United States).  The country of Crash is United States , Germany.  The budget of Crash is $6.5 million. 	Crash was released only in 2 countries.	1
